"genes","total_intra","rare","prev","rare_ratio"
"2810402E24Rik_chr14_20641009_20644048_+_ENSMUSG00000099966.1_ENSMUST00000190699.1.monoexonic.unspliced",66,14,49,0.212121212121212
"2810403D21Rik_chrX_108833800_108974906_+_ENSMUSG00000086629.8_ENSMUSG00000086629.8.unspliced",60,23,32,0.383333333333333
"2810403D21Rik_chrX_108833800_108974906_+_ENSMUSG00000086629.8_ENSMUST00000151166.1",87,41,42,0.471264367816092
"2810408I11Rik_chr1_64679871_64690659_-_ENSMUSG00000087213.2_ENSMUSG00000087213.2.unspliced",88,34,51,0.386363636363636
"2810410L24Rik_chr11_120185400_120189852_-_ENSMUSG00000075389.3_ENSMUSG00000075389.3.unspliced",85,21,63,0.247058823529412
"2810429I04Rik_chr13_3478230_3501393_+_ENSMUSG00000097709.8_ENSMUSG00000097709.8.unspliced",65,8,54,0.123076923076923
"2810429I04Rik_chr13_3478230_3501393_+_ENSMUSG00000097709.8_ENSMUST00000185835.6",72,22,45,0.305555555555556
"2810454H06Rik_chr6_134897961_134901108_+_ENSMUSG00000100876.1_ENSMUST00000189942.1.monoexonic.unspliced",64,32,32,0.5
"2810455O05Rik_chr8_123838553_123840785_-_ENSMUSG00000085030.1_ENSMUSG00000085030.1.unspliced",76,19,54,0.25
"2900009J06Rik_chr1_127753616_127774092_-_ENSMUSG00000102014.1_ENSMUSG00000102014.1.unspliced",61,17,39,0.278688524590164
"2900026A02Rik_chr5_113086323_113221236_-_ENSMUSG00000051339.10_ENSMUSG00000051339.10.unspliced",84,47,34,0.55952380952381
"2900052L18Rik_chr11_120229802_120231585_-_ENSMUSG00000043993.6_ENSMUSG00000043993.6.unspliced",109,60,44,0.55045871559633
"2900052L18Rik_chr11_120229802_120231585_-_ENSMUSG00000043993.6_ENSMUST00000139014.1",70,31,37,0.442857142857143
"2900060B14Rik_chr1_118458652_118459267_-_ENSMUSG00000107722.1_ENSMUST00000203191.1.monoexonic.unspliced",84,37,42,0.44047619047619
"2900076A07Rik_chr7_81523550_81531498_+_ENSMUSG00000097277.7_ENSMUSG00000097277.7.unspliced",66,14,47,0.212121212121212
"2900089D17Rik_chr5_144241690_144256186_-_ENSMUSG00000087484.1_ENSMUSG00000087484.1.unspliced",62,15,46,0.241935483870968
"2900093K20Rik_chr2_163419795_163420361_+_ENSMUSG00000099632.1_ENSMUST00000190930.1.monoexonic.unspliced",74,35,37,0.472972972972973
"3000002C10Rik_chr9_109827943_109832706_-_ENSMUSG00000070282.6_ENSMUSG00000070282.6.unspliced",128,25,96,0.1953125
"3000002C10Rik_chr9_109827943_109832706_-_ENSMUSG00000070282.6_ENSMUST00000125451.1",102,22,76,0.215686274509804
"3110009E18Rik_chr1_120121187_120188189_+_ENSMUSG00000026388.15_ENSMUSG00000026388.15.unspliced",68,20,46,0.294117647058824
"3110040N11Rik_chr7_81782182_81789478_-_ENSMUSG00000025102.14_ENSMUSG00000025102.14.unspliced",84,37,47,0.44047619047619
"3110045C21Rik_chr1_169969409_169972396_+_ENSMUSG00000097503.2_ENSMUSG00000097503.2.unspliced",53,25,26,0.471698113207547
"3110053B16Rik_chr12_20874125_20921262_-_ENSMUSG00000085642.8_ENSMUSG00000085642.8.unspliced",52,6,44,0.115384615384615
"3110056K07Rik_chr12_70991615_71015832_-_ENSMUSG00000085622.9_ENSMUSG00000085622.9.unspliced",54,15,37,0.277777777777778
"3110056K07Rik_chr12_70991615_71015832_-_ENSMUSG00000085622.9_ENSMUST00000136690.2",80,29,48,0.3625
"3110067C02Rik_chrX_150463726_150466156_+_ENSMUSG00000081187.1_ENSMUSG00000081187.1.unspliced",87,19,62,0.218390804597701
"3110080O07Rik_chr3_51829385_51830405_-_ENSMUSG00000103284.1_ENSMUST00000193469.1.monoexonic.unspliced",55,10,41,0.181818181818182
"3110082I17Rik_chr5_139359739_139460527_-_ENSMUSG00000053553.11_ENSMUSG00000053553.11.unspliced",69,32,35,0.463768115942029
"3110083C13Rik_chr14_57999323_58003697_+_ENSMUSG00000097303.2_ENSMUSG00000097303.2.unspliced",57,25,30,0.43859649122807
"3222401L13Rik_chr18_37655451_37661742_+_ENSMUSG00000073590.3_ENSMUST00000192137.1.monoexonic.unspliced",80,14,64,0.175
"3300002I08Rik_chr2_150310935_150362765_-_ENSMUSG00000063364.10_ENSMUSG00000063364.10.unspliced",68,12,53,0.176470588235294
"3830406C13Rik_chr14_12284173_12303231_+_ENSMUSG00000033111.16_ENSMUSG00000033111.16.unspliced",53,11,40,0.207547169811321
"3830406C13Rik_chr14_12284173_12303231_+_ENSMUSG00000033111.16_ENSMUST00000224389.1",70,28,39,0.4
"3830408C21Rik_chr13_107022553_107055497_+_ENSMUSG00000071181.2_ENSMUSG00000071181.2.unspliced",66,20,45,0.303030303030303
"3830417A13Rik_chrX_64173548_64178778_+_ENSMUSG00000031179.14_ENSMUSG00000031179.14.unspliced",79,37,38,0.468354430379747
"3830432H09Rik_chr1_119529480_119536165_-_ENSMUSG00000101731.1_ENSMUSG00000101731.1.unspliced",55,16,38,0.290909090909091
"3830432H09Rik_chr1_119529480_119536165_-_ENSMUSG00000101731.1_ENSMUST00000188909.1",63,22,40,0.349206349206349
"4632404H12Rik_chr3_89767511_89773240_-_ENSMUSG00000042579.2_ENSMUSG00000042579.2.unspliced",74,22,51,0.297297297297297
"4632404H12Rik_chr3_89767511_89773240_-_ENSMUSG00000042579.2_ENSMUST00000195940.1",49,17,32,0.346938775510204
"4632411P08Rik_chr5_29378699_29390488_+_ENSMUSG00000097561.1_ENSMUSG00000097561.1.unspliced",80,26,51,0.325
"4632415L05Rik_chr3_19894886_19901033_+_ENSMUSG00000048106.6_ENSMUST00000198527.2.monoexonic.unspliced",75,23,52,0.306666666666667
"4632427E13Rik_chr7_92734166_92741468_-_ENSMUSG00000074024.5_ENSMUSG00000074024.5.unspliced",74,16,56,0.216216216216216
"4632428C04Rik_chr16_30008667_30021430_+_ENSMUSG00000097184.2_ENSMUSG00000097184.2.unspliced",61,17,44,0.278688524590164
"4731419I09Rik_chr3_89337850_89347831_+_ENSMUSG00000097004.1_ENSMUSG00000097004.1.unspliced",37,16,21,0.432432432432432
"4732414G09Rik_chr11_73015856_73018841_-_ENSMUSG00000086943.2_ENSMUST00000156243.2",53,25,28,0.471698113207547
"4732416N19Rik_chr6_148212253_148215731_+_ENSMUSG00000107402.1_ENSMUST00000203932.1.monoexonic.unspliced",100,20,76,0.2
"4732419C18Rik_chr8_123744631_123754726_-_ENSMUSG00000097203.2_ENSMUSG00000097203.2.unspliced",61,29,30,0.475409836065574
"4732440D04Rik_chr1_6209866_6215293_-_ENSMUSG00000090031.2_ENSMUST00000191825.1.monoexonic.unspliced",68,27,38,0.397058823529412
"4732463B04Rik_chr12_84039469_84053807_-_ENSMUSG00000097762.1_ENSMUSG00000097762.1.unspliced",51,20,27,0.392156862745098
"4732471J01Rik_chr7_25376819_25566417_+_ENSMUSG00000053714.8_ENSMUSG00000053714.8.unspliced",63,13,47,0.206349206349206
"4732471J01Rik_chr7_25376819_25566417_+_ENSMUSG00000053714.8_ENSMUST00000206300.1",86,16,68,0.186046511627907
"4732471J01Rik_chr7_25376819_25566417_+_ENSMUSG00000053714.8_ENSMUST00000206436.1",89,17,67,0.191011235955056
"4732491K20Rik_chr17_12318853_12327250_+_ENSMUSG00000097350.2_ENSMUSG00000097350.2.unspliced",80,23,55,0.2875
"4732491K20Rik_chr17_12318853_12327250_+_ENSMUSG00000097350.2_ENSMUST00000181774.2",82,18,63,0.219512195121951
"4732496C06Rik_chr7_116546865_116549364_+_ENSMUSG00000108456.1_ENSMUST00000206533.1.monoexonic.unspliced",66,20,41,0.303030303030303
"4833407H14Rik_chr19_53460622_53462723_+_ENSMUSG00000097779.2_ENSMUSG00000097779.2.unspliced",79,21,56,0.265822784810127
"4833412K13Rik_chr1_78465448_78466926_-_ENSMUSG00000104018.1_ENSMUST00000195509.1.monoexonic.unspliced",97,45,49,0.463917525773196
"4833413G10Rik_chr5_3629777_3631722_-_ENSMUSG00000104950.1_ENSMUST00000199632.1.monoexonic.unspliced",53,25,25,0.471698113207547
"4833418N02Rik_chr17_87274886_87282814_-_ENSMUSG00000085287.8_ENSMUSG00000085287.8.unspliced",95,15,77,0.157894736842105
"4833419F23Rik_chr18_4353558_4368920_+_ENSMUSG00000117401.1_ENSMUSG00000117401.1.unspliced",50,26,24,0.52
"4833420G17Rik_chr13_119462768_119486120_+_ENSMUSG00000062822.8_ENSMUSG00000062822.8.unspliced",73,16,56,0.219178082191781
"4833420G17Rik_chr13_119462768_119486120_+_ENSMUSG00000062822.8_ENSMUST00000224312.1",69,10,58,0.144927536231884
"4833428L15Rik_chr9_45416626_45431730_-_ENSMUSG00000097074.2_ENSMUSG00000097074.2.unspliced",65,16,47,0.246153846153846
"4833439L19Rik_chr13_54551218_54565435_-_ENSMUSG00000025871.18_ENSMUSG00000025871.18.unspliced",97,28,62,0.288659793814433
"4921501I09Rik_chr12_4241133_4247671_+_ENSMUSG00000111916.1_ENSMUSG00000111916.1.unspliced",55,17,36,0.309090909090909
"4921507P07Rik_chr6_50573302_50596632_-_ENSMUSG00000029828.4_ENSMUSG00000029828.4.unspliced",52,25,25,0.480769230769231
"4921516A02Rik_chr10_78428271_78438847_+_ENSMUSG00000112652.1_ENSMUSG00000112652.1.unspliced",41,14,26,0.341463414634146
"4921524J17Rik_chr8_85408759_85432833_-_ENSMUSG00000036934.9_ENSMUSG00000036934.9.unspliced",69,29,38,0.420289855072464
"4921531C22Rik_chr2_179975993_179979013_+_ENSMUSG00000085704.1_ENSMUST00000150145.1",47,13,34,0.276595744680851
"4921536K21Rik_chr11_3886088_3895098_-_ENSMUSG00000020434.4_ENSMUSG00000020434.4.unspliced",69,17,50,0.246376811594203
"4930401O12Rik_chr13_31213410_31241086_-_ENSMUSG00000087460.2_ENSMUSG00000087460.2.unspliced",70,39,27,0.557142857142857
"4930402H24Rik_chr2_130706200_130906406_-_ENSMUSG00000027309.18_ENSMUSG00000027309.18.unspliced",88,26,57,0.295454545454545
"4930402H24Rik_chr2_130706200_130906406_-_ENSMUSG00000027309.18_ENSMUST00000119422.7",59,14,43,0.23728813559322
"4930405A21Rik_chr2_156714540_156720909_-_ENSMUSG00000086638.7_ENSMUSG00000086638.7.unspliced",66,30,33,0.454545454545455
"4930405N21Rik_chr5_113320454_113321653_-_ENSMUSG00000104705.1_ENSMUST00000199950.1.monoexonic.unspliced",73,39,30,0.534246575342466
"4930405O22Rik_chr17_63305446_63312973_-_ENSMUSG00000090565.7_ENSMUSG00000090565.7.unspliced",83,17,60,0.204819277108434
"4930408O17Rik_chr12_104857371_104871535_+_ENSMUSG00000021101.2_ENSMUSG00000021101.2.unspliced",43,15,24,0.348837209302326
"4930417H01Rik_chr2_122702047_122721456_+_ENSMUSG00000087017.7_ENSMUSG00000087017.7.unspliced",54,24,28,0.444444444444444
"4930430F08Rik_chr10_100572265_100590423_-_ENSMUSG00000046567.10_ENSMUSG00000046567.10.unspliced",82,41,37,0.5
"4930431P19Rik_chr7_109752320_109755278_+_ENSMUSG00000109147.1_ENSMUST00000207761.1.monoexonic.unspliced",57,19,35,0.333333333333333
"4930432B10Rik_chr10_11244790_11281221_-_ENSMUSG00000097007.3_ENSMUSG00000097007.3.unspliced",54,12,36,0.222222222222222
"4930433N12Rik_chr9_3133847_3199799_-_ENSMUSG00000042360.12_ENSMUSG00000042360.12.unspliced",48,8,34,0.166666666666667
"4930444P10Rik_chr1_16065979_16093325_-_ENSMUSG00000067795.13_ENSMUSG00000067795.13.unspliced",61,13,48,0.213114754098361
"4930445E18Rik_chr15_25285802_25332659_-_ENSMUSG00000115355.1_ENSMUSG00000115355.1.unspliced",58,24,33,0.413793103448276
"4930445E18Rik_chr15_25285802_25332659_-_ENSMUSG00000115355.1_ENSMUST00000226199.1",49,26,21,0.530612244897959
"4930447C04Rik_chr12_72881109_72940774_-_ENSMUSG00000021098.14_ENSMUSG00000021098.14.unspliced",71,13,55,0.183098591549296
"4930451G09Rik_chr16_4964289_4978962_+_ENSMUSG00000022543.9_ENSMUSG00000022543.9.unspliced",61,27,31,0.442622950819672
"4930451G09Rik_chr16_4964289_4978962_+_ENSMUSG00000022543.9_ENSMUST00000090457.6",74,27,45,0.364864864864865
"4930451G09Rik_chr16_4964289_4978962_+_ENSMUSG00000022543.9_ENSMUST00000229669.1",74,25,46,0.337837837837838
"4930452B06Rik_chr14_8431192_8666240_-_ENSMUSG00000021747.12_ENSMUSG00000021747.12.unspliced",69,27,38,0.391304347826087
"4930453N24Rik_chr16_64751751_64771161_-_ENSMUSG00000059920.9_ENSMUSG00000059920.9.unspliced",96,23,64,0.239583333333333
"4930455G09Rik_chr4_142017898_142028996_+_ENSMUSG00000085761.1_ENSMUSG00000085761.1.unspliced",49,25,23,0.510204081632653
"4930458D05Rik_chr5_100840797_100847167_-_ENSMUSG00000087611.1_ENSMUSG00000087611.1.unspliced",87,12,72,0.137931034482759
"4930477O15Rik_chr5_121503513_121504601_+_ENSMUSG00000104999.1_ENSMUST00000196484.1.monoexonic.unspliced",82,48,32,0.585365853658537
"4930479D17Rik_chr6_146657218_146665403_+_ENSMUSG00000085238.1_ENSMUSG00000085238.1.unspliced",84,12,68,0.142857142857143
"4930481B07Rik_chr3_95015625_95020138_+_ENSMUSG00000085956.1_ENSMUSG00000085956.1.unspliced",49,11,37,0.224489795918367
"4930500F10Rik_chr9_106247960_106249413_+_ENSMUSG00000097592.2_ENSMUSG00000097592.2.unspliced",59,14,41,0.23728813559322
"4930500F10Rik_chr9_106247960_106249413_+_ENSMUSG00000097592.2_ENSMUST00000180701.2",80,35,42,0.4375
"4930503E14Rik_chr14_44163169_44213254_-_ENSMUSG00000072595.3_ENSMUSG00000072595.3.unspliced",53,29,21,0.547169811320755
"4930503L19Rik_chr18_70452212_70472509_-_ENSMUSG00000044906.6_ENSMUSG00000044906.6.unspliced",69,26,43,0.376811594202899
"4930503L19Rik_chr18_70452212_70472509_-_ENSMUSG00000044906.6_ENSMUST00000212074.1",74,17,54,0.22972972972973
"4930503L19Rik_chr18_70452212_70472509_-_ENSMUSG00000044906.6_ENSMUST00000212155.1",90,37,49,0.411111111111111
"4930509E16Rik_chr9_72518250_72531858_-_ENSMUSG00000096986.2_ENSMUSG00000096986.2.unspliced",58,28,28,0.482758620689655
"4930509G22Rik_chr16_11178176_11192292_+_ENSMUSG00000096959.1_ENSMUSG00000096959.1.unspliced",52,15,36,0.288461538461538
"4930509G22Rik_chr16_11178176_11192292_+_ENSMUSG00000096959.1_ENSMUST00000181206.1",48,9,35,0.1875
"4930513N10Rik_chr8_95806744_95821728_+_ENSMUSG00000074136.9_ENSMUSG00000074136.9.unspliced",77,19,57,0.246753246753247
"4930517E14Rik_chr9_31278021_31280992_-_ENSMUSG00000111246.1_ENSMUST00000214795.1.monoexonic.unspliced",63,34,25,0.53968253968254
"4930517L18Rik_chr18_37618906_37619766_+_ENSMUSG00000104225.1_ENSMUSG00000104225.1.unspliced",78,33,39,0.423076923076923
"4930518I15Rik_chr2_156856616_156858212_-_ENSMUSG00000074629.3_ENSMUST00000238678.1.monoexonic.unspliced",113,61,49,0.539823008849557
"4930522L14Rik_chr5_109735990_109751886_-_ENSMUSG00000072762.9_ENSMUSG00000072762.9.unspliced",63,7,50,0.111111111111111
"4930523C07Rik_chr1_160044382_160080208_+_ENSMUSG00000090394.8_ENSMUSG00000090394.8.unspliced",64,21,42,0.328125
"4930527F14Rik_chr14_45530358_45562933_+_ENSMUSG00000115324.1_ENSMUSG00000115324.1.unspliced",73,33,40,0.452054794520548
"4930537H20Rik_chr3_90292301_90293983_-_ENSMUSG00000105350.1_ENSMUST00000200437.1.monoexonic.unspliced",89,49,39,0.550561797752809
"4930539J05Rik_chr3_135436209_135438665_-_ENSMUSG00000097032.2_ENSMUSG00000097032.2.unspliced",47,16,30,0.340425531914894
"4930539J05Rik_chr3_135436209_135438665_-_ENSMUSG00000097032.2_ENSMUST00000181619.1",63,37,26,0.587301587301587
"4930539M17Rik_chr3_9061964_9071074_+_ENSMUSG00000103116.1_ENSMUSG00000103116.1.unspliced",68,35,29,0.514705882352941
"4930542D17Rik_chr16_50590503_50654166_+_ENSMUSG00000116848.1_ENSMUSG00000116848.1.unspliced",59,21,37,0.35593220338983
"4930547E08Rik_chr2_103804452_103810622_-_ENSMUSG00000086687.1_ENSMUSG00000086687.1.unspliced",58,23,29,0.396551724137931
"4930547M16Rik_chr10_39899329_39907931_+_ENSMUSG00000097890.2_ENSMUSG00000097890.2.unspliced",53,19,33,0.358490566037736
"4930548H24Rik_chr5_31485740_31488476_+_ENSMUSG00000029138.4_ENSMUSG00000029138.4.unspliced",91,26,63,0.285714285714286
"4930550C14Rik_chr9_53402325_53434402_+_ENSMUSG00000005131.4_ENSMUSG00000005131.4.unspliced",74,23,44,0.310810810810811
"4930556M19Rik_chr15_10714836_10790123_+_ENSMUSG00000096971.2_ENSMUSG00000096971.2.unspliced",37,9,28,0.243243243243243
"4930558J18Rik_chr1_57359222_57377544_-_ENSMUSG00000097519.2_ENSMUSG00000097519.2.unspliced",85,30,51,0.352941176470588
"4930563E22Rik_chr11_72215138_72218444_+_ENSMUSG00000053574.5_ENSMUSG00000053574.5.unspliced",82,17,62,0.207317073170732
"4930563E22Rik_chr11_72215138_72218444_+_ENSMUSG00000053574.5_ENSMUST00000066087.4",92,18,71,0.195652173913043
"4930578G10Rik_chr4_42735545_42846248_+_ENSMUSG00000054885.11_ENSMUSG00000054885.11.unspliced",38,18,20,0.473684210526316
"4930578M01Rik_chr15_98983348_98996446_+_ENSMUSG00000097587.2_ENSMUSG00000097587.2.unspliced",94,45,46,0.478723404255319
"4930579G24Rik_chr3_79629079_79632820_+_ENSMUSG00000027811.9_ENSMUSG00000027811.9.unspliced",74,9,60,0.121621621621622
"4930579K19Rik_chr9_98562229_98563611_-_ENSMUSG00000051074.4_ENSMUSG00000051074.4.unspliced",78,32,44,0.41025641025641
"4930581F22Rik_chr9_35116728_35130922_+_ENSMUSG00000070315.12_ENSMUSG00000070315.12.unspliced",77,20,57,0.25974025974026
"4930581F22Rik_chr9_35116728_35130922_+_ENSMUSG00000070315.12_ENSMUST00000093873.8",62,26,36,0.419354838709677
"4930590J08Rik_chr6_91902809_91950725_+_ENSMUSG00000034063.8_ENSMUSG00000034063.8.unspliced",71,31,37,0.436619718309859
"4930594C11Rik_chr1_37485851_37488605_-_ENSMUSG00000103948.1_ENSMUST00000192316.1.monoexonic.unspliced",87,35,51,0.402298850574713
"4930594M22Rik_chr14_122913030_122937469_+_ENSMUSG00000075463.3_ENSMUSG00000075463.3.unspliced",61,23,31,0.377049180327869
"4930599N23Rik_chr6_39118473_39148312_+_ENSMUSG00000073144.4_ENSMUSG00000073144.4.unspliced",59,23,31,0.389830508474576
"4931406C07Rik_chr9_15283337_15306448_-_ENSMUSG00000031938.15_ENSMUSG00000031938.15.unspliced",92,49,42,0.532608695652174
"4931406G06Rik_chr16_91044656_91056677_+_ENSMUSG00000085398.1_ENSMUSG00000085398.1.unspliced",66,30,33,0.454545454545455
"4931406P16Rik_chr7_34236707_34313551_-_ENSMUSG00000066571.13_ENSMUSG00000066571.13.unspliced",77,19,54,0.246753246753247
"4931414P19Rik_chr14_54583663_54605993_-_ENSMUSG00000022179.5_ENSMUSG00000022179.5.unspliced",81,13,66,0.160493827160494
"4931415C17Rik_chr8_12672186_12679229_+_ENSMUSG00000054910.5_ENSMUSG00000054910.5.unspliced",65,32,29,0.492307692307692
"4931428F04Rik_chr8_105280409_105289864_-_ENSMUSG00000014837.15_ENSMUSG00000014837.15.unspliced",81,10,69,0.123456790123457
"4932438A13Rik_chr3_36863104_37053033_+_ENSMUSG00000037270.18_ENSMUSG00000037270.18.unspliced",52,22,30,0.423076923076923
"4932438A13Rik_chr3_36863104_37053033_+_ENSMUSG00000037270.18_ENSMUST00000057272.14",76,31,43,0.407894736842105
"4932438A13Rik_chr3_36863104_37053033_+_ENSMUSG00000037270.18_ENSMUST00000152564.7",58,19,36,0.327586206896552
"4933404O12Rik_chr5_136919146_136937112_+_ENSMUSG00000097908.7_ENSMUSG00000097908.7.unspliced",66,22,41,0.333333333333333
"4933405D12Rik_chr3_122864737_122924116_-_ENSMUSG00000097852.5_ENSMUSG00000097852.5.unspliced",52,23,28,0.442307692307692
"4933406J09Rik_chr6_134308951_134403415_-_ENSMUSG00000107666.1_ENSMUSG00000107666.1.unspliced",39,15,23,0.384615384615385
"4933407K13Rik_chrX_75706932_75764699_-_ENSMUSG00000087396.7_ENSMUSG00000087396.7.unspliced",49,11,37,0.224489795918367
"4933407K13Rik_chrX_75706932_75764699_-_ENSMUSG00000087396.7_ENSMUST00000138943.7",70,23,43,0.328571428571429
"4933411K16Rik_chr19_42052248_42053627_+_ENSMUSG00000090369.3_ENSMUST00000164518.3.monoexonic.unspliced",70,27,38,0.385714285714286
"4933412E12Rik_chr10_116949757_116963279_+_ENSMUSG00000112627.1_ENSMUSG00000112627.1.unspliced",43,8,34,0.186046511627907
"4933421O10Rik_chr4_33027142_33031323_-_ENSMUSG00000085037.1_ENSMUSG00000085037.1.unspliced",46,18,24,0.391304347826087
"4933424G05Rik_chr18_14988995_15047987_+_ENSMUSG00000117450.1_ENSMUSG00000117450.1.unspliced",58,6,49,0.103448275862069
"4933427D14Rik_chr11_72153929_72207459_-_ENSMUSG00000020807.15_ENSMUSG00000020807.15.unspliced",61,11,48,0.180327868852459
"4933428C19Rik_chr4_40482840_40525548_-_ENSMUSG00000086355.1_ENSMUSG00000086355.1.unspliced",70,18,49,0.257142857142857
"4933428C19Rik_chr4_40482840_40525548_-_ENSMUSG00000086355.1_ENSMUST00000146043.1",74,27,45,0.364864864864865
"4933430I17Rik_chr4_62525369_62547993_+_ENSMUSG00000058046.1_ENSMUST00000062145.1",56,30,21,0.535714285714286
"4933431E20Rik_chr3_107888850_107896213_-_ENSMUSG00000086968.8_ENSMUSG00000086968.8.unspliced",56,18,35,0.321428571428571
"4933431E20Rik_chr3_107888850_107896213_-_ENSMUSG00000086968.8_ENSMUST00000146337.2",61,25,34,0.40983606557377
"4933431E20Rik_chr3_107888850_107896213_-_ENSMUSG00000086968.8_ENSMUST00000152663.7",76,21,50,0.276315789473684
"4933433G15Rik_chr9_75410184_75417709_+_ENSMUSG00000097021.7_ENSMUSG00000097021.7.unspliced",68,24,42,0.352941176470588
"4933434E20Rik_chr3_90051636_90063341_+_ENSMUSG00000027942.17_ENSMUST00000029552.12",92,28,63,0.304347826086957
"4933434E20Rik_chr3_90051636_90063341_+_ENSMUSG00000027942.17_ENSMUST00000160640.7",79,21,58,0.265822784810127
"4933434E20Rik_chr3_90052904_90066069_+_ENSMUSG00000118504.1_ENSMUSG00000118504.1.unspliced",74,6,68,0.0810810810810811
"4933434E20Rik_chr3_90052904_90066069_+_ENSMUSG00000118504.1_ENSMUST00000239076.1",87,21,62,0.241379310344828
"4933439C10Rik_chr11_59505662_59513647_+_ENSMUSG00000072893.12_ENSMUSG00000072893.12.unspliced",98,24,72,0.244897959183673
"4933439C10Rik_chr11_59505662_59513647_+_ENSMUSG00000072893.12_ENSMUST00000132226.1",75,26,48,0.346666666666667
"4933439K11Rik_chr1_172538133_172558129_-_ENSMUSG00000085184.9_ENSMUSG00000085184.9.unspliced",55,20,33,0.363636363636364
"5031415H12Rik_chr17_70745329_70755582_-_ENSMUSG00000097282.1_ENSMUSG00000097282.1.unspliced",67,6,61,0.0895522388059701
"5031425E22Rik_chr5_23382308_23434269_-_ENSMUSG00000073147.3_ENSMUSG00000073147.3.unspliced",84,20,59,0.238095238095238
"5031425E22Rik_chr5_23382308_23434269_-_ENSMUSG00000073147.3_ENSMUST00000101522.2",80,23,53,0.2875
"5031434O11Rik_chr3_51560035_51567117_+_ENSMUSG00000097885.7_ENSMUSG00000097885.7.unspliced",57,23,29,0.403508771929825
"5031434O11Rik_chr3_51560035_51567117_+_ENSMUSG00000097885.7_ENSMUST00000180404.7",49,17,32,0.346938775510204
"5031439G07Rik_chr15_84943936_84988551_-_ENSMUSG00000036046.14_ENSMUSG00000036046.14.unspliced",79,34,42,0.430379746835443
"5033403F01Rik_chr13_38960619_38966605_+_ENSMUSG00000096932.2_ENSMUSG00000096932.2.unspliced",47,12,31,0.25531914893617
"5033406O09Rik_chr12_111941991_111944484_-_ENSMUSG00000113769.1_ENSMUST00000221314.1",61,13,43,0.213114754098361
"5330438D12Rik_chr10_116509052_116583515_+_ENSMUSG00000052291.8_ENSMUST00000064101.7",78,47,31,0.602564102564103
"5430400D12Rik_chr7_79920723_79922521_+_ENSMUSG00000097699.2_ENSMUSG00000097699.2.unspliced",68,29,37,0.426470588235294
"5430402O13Rik_chr6_50566643_50594865_+_ENSMUSG00000085776.8_ENSMUSG00000085776.8.unspliced",45,22,21,0.488888888888889
"5430403G16Rik_chr5_109674545_109691041_-_ENSMUSG00000072763.2_ENSMUSG00000072763.2.unspliced",63,13,45,0.206349206349206
